ID,ASSET,DEBT,RISKFREE,ASSETVOL,MATURITY,EQUITY,EQUITYVOL
23,373525269547.0799,139090458818.26202,0.028,0.37498331146911834,0.11127958944756113,234867518273.7865,0.49837621869813836
24,314014423546.47504,305606190004.33,0.028,0.1801712210620638,0.8017415630908167,26328037292.779266,1.0673181830168352
25,557928469504.5155,65320948126.88374,0.028,0.2414056031553613,9.395584024591955,503224399080.6666,0.2532192187358394
26,640715543526.6593,578170940463.7227,0.028,0.6470894094730094,2.758729500822237,164588339228.84882,0.731619911243943
27,932520546590.0232,167632651436.39432,0.028,0.474329447079068,7.116521906189797,632861848212.3789,0.5333432987027417
28,726719369923.142,384467119994.34436,0.028,0.5269800669678315,5.179271112900906,281282806622.2299,0.5582389452902676
29,825496092177.7063,635880067630.525,0.028,0.2770961892657211,3.037604547223751,243203736954.83087,0.4925070683563206
30,494626543328.5035,92509973644.62721,0.028,0.11406312482040336,6.282200847214362,417038357593.3565,0.12551875792926895
31,242847802731.3223,153439721828.13766,0.028,0.29109824600453466,0.05732970975267673,89654189651.62592,0.5326168415602058
32,772824543501.5792,1035552233.2183696,0.028,0.18075186693369666,8.956101125901082,772018676038.96,0.18094054373353455
33,328945408677.6867,39058201399.67728,0.028,0.6606365708483654,8.567496989580023,165083705108.46088,0.6694011610587799
34,778269587956.4377,477822248769.0341,0.028,0.39786395085802795,9.12652938460142,246081180417.13046,0.39265168969799097
35,843117218235.4672,161155225513.8597,0.028,0.3867950626836243,8.460644833309452,595959562498.9069,0.4288769372495563
36,233636634431.4695,182628754010.2411,0.028,0.12669575953766982,9.98110955968786,56648435501.91414,0.23770597027864104
37,882635023578.5195,120700482823.9541,0.028,0.13845066671643821,2.691394481495424,770696135210.0886,0.15388494585912232
38,248580453474.0276,208886720621.40237,0.028,0.11698190195695357,1.8602102674646783,48382852330.006165,0.32663568305643387
39,409228312006.0759,170088763042.1909,0.028,0.7707000921897583,6.652833615243533,105452654217.71227,0.2977241867864349
40,124407338775.49881,25177434287.549747,0.028,0.1013003242752527,9.181597078209391,104936909056.11932,0.10833462695983923
41,177684549689.9743,119667304149.58186,0.028,0.7301014275000366,3.548412718904715,53054427950.75673,0.6306398499980688
42,154267121562.223,15668641732.5723,0.028,0.3467792152782835,2.4852775783848133,139648646122.88193,0.3756791218906509
43,647128082749.8776,386112837567.08636,0.028,0.5861117357342606,5.920963520484013,197650439241.87625,0.4847079950271328
44,51241062859.22248,33735671182.18721,0.028,0.39048883510475985,0.3809373748710918,17948760196.354904,0.7216996161067833
45,547676481895.8602,519858646521.70264,0.028,0.30948181140101527,1.2889142789383603,87495897122.08078,0.9332974717791279
46,255444145516.0942,199422754608.44705,0.028,0.2736093188064542,8.7725251779237,70204249324.9066,0.37039852337239154
47,445130861114.984,165826786394.74396,0.028,0.4824533352577982,9.832164082326997,167978846794.2159,0.42549376028310265
48,990078234522.9438,252227544738.72482,0.028,0.2807469220518337,7.837310327817871,724931838375.4657,0.3064786660815695
49,374905889870.8681,335390529514.61615,0.028,0.7716401517839748,5.366439104948586,66475938432.88764,0.22134594854405704
50,377932508989.992,233745628954.76328,0.028,0.7939553061409811,3.0051615855651606,122070692662.15999,0.714993351715557
51,624865132529.8345,355829617961.77686,0.028,0.5529987483414365,5.4443149152785395,216201392236.4618,0.5379488877386973
52,351410337105.5254,167366520453.17978,0.028,0.3253368229238664,0.4608610831074312,186186360748.33533,0.4663247108905332
53,389285593015.64044,32251705916.830254,0.028,0.3244435751793149,9.15324265048477,355148558369.6465,0.34146566562808145
54,495602903985.36334,466663691785.36096,0.028,0.5782586016105998,7.0696323335872195,93638722807.78992,0.28602916881021145
55,237799531717.5684,211290253931.46988,0.028,0.5382715489690119,6.7559666558068825,51108919018.300735,0.3679789972097955
56,314436499549.59796,64240260771.92507,0.028,0.24614422980092276,6.781006301435892,257350875471.4865,0.26571892079920345
57,320719757552.64386,39069275722.918076,0.028,0.23882893575457045,6.111104089453511,287610974283.2444,0.25587748468770277
58,806070165573.2683,525596819507.26355,0.028,0.5006305982563654,0.8760776356270711,303424551095.7185,0.818407623672403
59,857419082065.1472,298391806214.90137,0.028,0.5273468406497017,3.900375363412576,489467008422.90686,0.6068122396031429
60,799711024061.7656,420807162734.9663,0.028,0.6564450387531164,0.9131914517595311,386484886912.32007,0.9001059350829652
61,911129979656.4354,297004263855.0838,0.028,0.780753513699245,3.2471900869340273,443182078083.0244,0.8283762618777052
62,263044879935.99124,182443649485.75232,0.028,0.14260569039370327,4.808508470805948,92691473661.89795,0.23162525903401776
63,992761054952.0243,536525266396.67456,0.028,0.20226562595476352,0.04159109081133881,456860235674.8259,0.32093278659581403
64,204230348149.0637,164828403578.44202,0.028,0.15546124514412377,4.254944514172607,50735775932.92178,0.32382296880984135
65,311823135204.1885,303207941410.06824,0.028,0.27346554102078485,8.034694634258965,62293817494.43677,0.4236125323833928
66,973718090583.8163,87692918436.618,0.028,0.4698196808397531,3.007474823327815,890195754672.6365,0.5019613460704659
67,332090142130.0546,210725651163.59854,0.028,0.2658327334219799,4.741872139318335,131328966791.59131,0.3773804944985757
68,10621427629.94078,654877687.055061,0.028,0.7981364622386399,9.521305112675204,4432422483.399437,0.5813394682763684
69,660381923949.4332,220190597130.40286,0.028,0.18143516581233882,7.534381976695903,467503918427.0219,0.1992327902789463
70,769973789088.1157,417056102299.9003,0.028,0.5589971779437265,6.622736593286343,248233334715.3031,0.4714757425226293
71,296882503359.1338,46050906702.74552,0.028,0.7713031815189426,3.607469903936992,195533965383.9609,0.8838777479250988
72,380555854347.4404,108198437866.15083,0.028,0.7870310800081267,8.105037890338933,96703130517.90569,0.2152752193223129
73,637498182314.0215,522661995794.9722,0.028,0.5572844272253692,8.794861051667985,122613854386.18542,0.22825868847260475
74,119286024717.5412,57865604817.37322,0.028,0.6245242046633561,0.6161944792324401,62246982112.71575,0.8629572841628764
75,480916046388.50287,267348448688.43808,0.028,0.5352107813312482,4.963089231359258,180179507946.9139,0.5662738927945611
76,383206026161.0385,179234280548.45566,0.028,0.7837125622374517,0.9367101193733213,201093213407.49252,1.0038934045517796
77,362606467982.7005,6253511238.904209,0.028,0.616575329579346,5.544910875496339,349893798157.68756,0.6375846072136552
78,3971190959.1002464,2631936820.124138,0.028,0.15419917204903252,2.8215900249136894,1496586112.758293,0.2526414124688482
79,356781579858.3254,156129586995.64557,0.028,0.7513076770837124,6.369769101896884,96294664254.82503,0.34835054207567273
80,995048086524.4263,228360774204.55292,0.028,0.6558989281950107,1.8120607402868378,741370726033.0962,0.7472342996535577
81,301417001146.14294,45929154272.25704,0.028,0.11753867934060155,7.497326740861327,264184738511.1669,0.12704309561993365
82,569270382849.4418,46498117070.36919,0.028,0.5006798740264745,0.9891306787635982,524042273312.5026,0.5388309946076963
83,959045141042.953,433150154604.5969,0.028,0.5333525718599553,7.430613314811149,344651988075.77814,0.47366031001891323
84,123305416606.72089,3442175232.4656763,0.028,0.3250925384653742,1.5349133256542487,120008043795.97473,0.33393278211698896
85,283268719795.8493,86623310625.22337,0.028,0.6949412379835406,4.466831906846814,134891968377.82071,0.7186987326288767
86,761628956011.4132,86948348211.9279,0.028,0.15623598896834417,4.280624628440064,684501698328.4327,0.16986682831404035
87,71698322913.0404,16705363308.208195,0.028,0.26001966405019195,5.8863078112854135,56466057893.17239,0.28486040137483104
88,714904909245.8116,648813062900.4171,0.028,0.7823279476111977,6.6898169782776185,103390665242.76321,0.08805530213717444
89,699089687259.9756,497140202685.5374,0.028,0.556295155395082,3.8613814578096317,223918962545.78958,0.6211990948032663
90,623822949832.1761,169264601875.6142,0.028,0.5061440079820332,8.610302586738815,296595621846.8969,0.5154728493617782
91,213598375634.52063,175236835063.55917,0.028,0.5809849087267817,3.460293434341666,59882367410.19171,0.6519067312598217
92,164813305232.03348,159579622304.12634,0.028,0.750138510788469,4.397415645466302,31737123428.763794,0.35867918672626153
93,7159448394.71518,3464253118.5738277,0.028,0.5563080961317355,3.3955251840827163,3311649803.000478,0.6518371051036701
94,248393427923.8002,67979975112.747856,0.028,0.2254870327140235,5.843377537719177,187836897495.97937,0.24968303633573996
95,509642428704.35345,227427442264.26736,0.028,0.3348390775515939,1.1564162650188665,288845951936.59033,0.4496207544502467
96,253182726102.39896,132962214483.0283,0.028,0.4740865480670515,1.2209465914558755,123542590312.53616,0.6623876592170693
97,349305334397.77246,213870627562.52356,0.028,0.5911219026063631,4.683736732702199,116206669869.1482,0.5742095971109871
98,975298734281.889,744725391929.1066,0.028,0.6986230652846439,3.5306082306739275,269745000722.06665,0.6185282935594091
99,939622355808.7792,366625068745.0994,0.028,0.26587090322897156,3.713148687528028,594053123877.8013,0.31955598096780935
100,354780399171.1285,122385347310.01591,0.028,0.16082099190083665,6.178006897268308,249626076444.1136,0.18089792242654085
101,712447325732.1655,75453115014.35619,0.028,0.5743742635870349,4.174783666040346,599117344374.3346,0.6318092428027755
102,668020496559.1377,225447333235.08636,0.028,0.5827738682518964,0.789595569112246,445472111649.5056,0.7199531566847506
103,189180683216.04022,6729169731.844725,0.028,0.3834860273220624,1.255345180510555,182683932885.31012,0.39685919186925517
104,679513051193.7675,21744030909.29188,0.028,0.5658322085877807,6.309771414147469,630957628585.1869,0.6020280415757147
105,377220357294.1032,276121466027.8315,0.028,0.4955980988716262,4.088619582184218,119979413273.24629,0.5926250969984803
106,903471223593.5988,337669906406.52136,0.028,0.16194821012836175,0.3880478596404701,569450355630.7051,0.214169418045384
107,139723847335.20517,78997210386.58928,0.028,0.23059054435101115,1.9335658029555685,64295005762.33968,0.34022013736100615
108,693356198930.7479,505171144691.2902,0.028,0.5513898458449389,5.936202986016774,187371951234.95337,0.46120124267410106
109,686778352665.6731,202764354547.32214,0.028,0.6215715807356316,2.7658382494459426,434202859582.32245,0.7162001956406355
110,316280858828.9486,142533574216.08698,0.028,0.33483023079914725,9.185673231528812,143494383995.2394,0.3763491046898804
111,2376600545.988539,1820372722.7849896,0.028,0.5758727020086902,0.17713375006593327,593024342.2856734,1.365902233737662
112,908716329682.0355,52391074701.750114,0.028,0.6456119835941839,9.393315323865467,566367007919.2213,0.7629311375987546
113,99310853560.19159,35401284117.935104,0.028,0.48982346393481635,3.5358498231480815,59045106486.476395,0.5720779976510987
114,307330562638.72485,28119350900.15571,0.028,0.6976415002284722,1.891253012751619,277180041307.63464,0.7501891833867543
115,587442580532.7299,156970335758.84106,0.028,0.2937220627923096,2.963901921539491,441270276519.57117,0.3387233619104957
116,919160335276.9064,102281552756.40746,0.028,0.5396068691886066,6.4309429841179755,697422912570.7488,0.611459041930923
117,595051113039.1443,243949537602.88928,0.028,0.18901141740466676,3.33917754252111,371316912793.6421,0.23320408187976074
118,580641378565.0375,514669200791.3387,0.028,0.6333255565995368,2.04028088072374,155743305242.4752,0.8613152905525969
119,200029791923.0904,64960904774.9004,0.028,0.37921293116941923,9.437905750458821,104613288889.7329,0.41485131025249744
120,695842649184.6454,606578603418.9685,0.028,0.30295700632231415,9.115028361893854,162695476734.5,0.38340642836360606
121,196996462446.72537,132894151526.83934,0.028,0.3306522419771789,5.224812029710613,70410833479.60403,0.448428066996841
122,471756457982.08844,119099311239.33208,0.028,0.4535565877470463,8.414573438834784,262351479028.37216,0.49627627490596454
123,817811619465.5538,721089338611.5146,0.028,0.6901411397738954,4.8445888320926604,174408643205.10336,0.3958156164216473
124,453484128090.6336,27576776009.379196,0.028,0.49291629142469184,3.50365051901552,426926671788.1208,0.5176017694075604
125,479247576639.7669,31251338042.306107,0.028,0.5524226437689669,6.1972610513370325,410384076418.4807,0.6105500871939123
126,809225731977.9222,556537218820.9158,0.028,0.390458996288636,7.565191401039284,250619113046.9532,0.42786901353787377
127,721090523922.4686,537396144911.79785,0.028,0.19609182305823863,5.927183395365742,220130744312.3403,0.32478886442832894
128,936851492625.0208,913735997817.3247,0.028,0.32625134819421353,9.09007040304383,188396746513.15918,0.3858420525491601
129,630490622234.3236,221112768196.5326,0.028,0.44997718392639396,1.0025140224408144,414484277974.9076,0.5617933911478957
130,170668607905.54172,83856473276.15108,0.028,0.26805940795119926,7.998249447406694,82235367063.33554,0.3221037089290079
131,666106154372.9775,615569802207.5673,0.028,0.31850540713586295,5.875332335021885,152860380568.10767,0.48664633577956085
132,807872445765.7072,636488356837.6494,0.028,0.6294855061279769,8.481008138362746,143768589956.16153,0.16463395415218054
133,901770996367.7467,726834634475.9417,0.028,0.4480673344976507,9.417410976308398,201890250466.85144,0.32074882388799936
134,857537883778.2466,550639669942.9678,0.028,0.46001233952705745,8.747737795905406,241682622728.22528,0.3810505640425121
135,315513653953.18695,161631704473.40726,0.028,0.6693681592869516,2.8528925989227285,134269865814.3432,0.7550167324819429
136,338258759709.79016,79471683973.71338,0.028,0.12933536875290336,7.532745260550204,273841804131.6485,0.14057248400068348
137,860884115577.3346,79131266910.60376,0.028,0.3725002664736067,6.323551274894059,780615579492.8575,0.3950803196221099
138,863167516564.5635,842573421660.0919,0.028,0.47489353949055824,2.435900216431836,192902930607.46738,0.7967869379853297
139,806605475631.576,621140797301.8425,0.028,0.14377208998809307,5.602068480019506,224501459109.48358,0.2678607797236015
140,323698236798.2358,213031122648.48117,0.028,0.24192195973398248,3.905570394697872,122935124005.56459,0.3676747780562162
141,452593525770.4582,254872082463.27563,0.028,0.6031397988313582,6.700253257362771,130604607787.05531,0.4236288085143508
142,519978013312.2624,390044707801.53625,0.028,0.7140738861756716,6.895641118305775,96566406622.73343,0.18493164751146235
143,188493723167.5489,184980425953.13165,0.028,0.3850567053806073,7.322431083624139,39480813417.996574,0.42831226528399563
144,438987101824.60565,25267370086.452026,0.028,0.25832955873189,2.0912177763231536,415156757369.50604,0.27228397899448575
145,481668253236.6494,391391771031.8947,0.028,0.13205365197464636,6.90302677804594,113576440571.82951,0.26975709378547924
146,872578634922.0837,35106901092.93033,0.028,0.7994737724697284,8.915413112395974,452678545065.9411,0.840612317461314
147,873131064838.6111,193943325805.57294,0.028,0.3384367208799813,2.277855438061424,690302993105.9302,0.3873843701933529
148,446490894330.7332,322616961549.14374,0.028,0.3066443993522322,6.099196814472145,144470076634.73175,0.4238696742646195
149,52862567146.57117,13267820444.207872,0.028,0.22075142424771482,9.056424506049485,40512713491.25435,0.23564667792322155
150,155863819160.229,102503571092.50722,0.028,0.6177198160402704,0.8948700061394665,59153685546.979935,0.9576114009857795
151,844454278789.8789,599351374891.4935,0.028,0.36631056434536713,1.6002435030395536,282352610517.19617,0.6306106955947215
152,664895654700.3059,520170254701.13434,0.028,0.3879860642715711,7.766580440066985,178590121534.456,0.4173339760839267
153,995511434682.709,7506886568.951858,0.028,0.6026937098311216,3.94645343869256,988538350941.8004,0.6069301904577126
154,704433200001.2097,644528678177.9739,0.028,0.3245935521329597,5.892058531412222,164746444912.7436,0.48516490521486766
155,861359226206.9926,644501083322.4857,0.028,0.6122511774515649,8.0251481157249,172534802144.2833,0.2295659380297872
156,469932516931.26855,133166262373.58783,0.028,0.4132171903009092,3.1338076291289854,334629775136.82263,0.47436384688079875
157,573575411958.183,459943659534.7222,0.028,0.38056870422855527,5.732746518435618,161996992922.8221,0.4868939305929941
158,393876923458.90485,14055381176.478062,0.028,0.6104747064915662,6.516646439178307,347315439946.9433,0.6740259412054463
159,46536085755.690414,14964787770.868484,0.028,0.13968195518674453,1.8425950076667834,32323792639.286457,0.17225112665144854
160,710017334489.8025,482961080770.5757,0.028,0.7306757578408962,0.7043234274436874,259230473095.77536,1.141706304931865
161,898473035913.627,326302300769.48846,0.028,0.7033230785565423,5.525028720743662,333755068571.3002,0.5786214319225352
162,235804142574.7436,53978035717.05171,0.028,0.2359008719374546,0.6854256951611315,182852171403.97272,0.28125351598596116
163,572176276944.0515,282038044271.84,0.028,0.39902064390441916,7.0742789664845205,243726419044.59662,0.44825969526234977
164,106529962620.02663,100143298573.53572,0.028,0.1649954652461124,4.359808117369684,17124618704.416943,0.46435201660515035
165,556915551488.3331,56520493335.902054,0.028,0.18392078012297847,2.7247727195154776,504546821871.68964,0.1999294209598812
166,457437818031.9804,276509816676.4019,0.028,0.5974857784363381,6.429761178007876,129557229756.96422,0.43221245543769155
167,445121642722.1026,131832690938.68132,0.028,0.1149064977089243,1.695086863351933,319399884937.29706,0.14037521059592914
168,849949263939.7366,550266305007.0337,0.028,0.11586403971405757,4.230793560123794,345860635455.16156,0.17462605624372818
169,268191076172.39487,210732067682.59836,0.028,0.4061082281362578,4.321497613033865,80175929615.69974,0.5523706806402691
170,394318631057.8736,46045126695.908676,0.028,0.4805585077726595,8.10609280302772,291826903793.8353,0.5438708873561457
171,952558288950.8965,580138334955.6559,0.028,0.42490693913310507,8.775948982761108,296870826883.5474,0.4006767328894696
172,38403135601.25861,6177700558.201976,0.028,0.7820413303517761,8.98594853111748,11837430109.081514,0.3058362450727423
173,687401614136.5818,17095495743.101513,0.028,0.3658286171078561,4.7999897406729435,672446675115.7423,0.3737398269022683
174,90642106953.57837,1423464198.4513378,0.028,0.7269557720636173,9.780997491982006,64815664660.5414,0.9174233222736946
175,920742444959.8635,2680631281.288523,0.028,0.761766564648463,3.2771477643796945,918108238294.3392,0.7639515841296124
176,326978451822.2701,118782697576.09499,0.028,0.11872849427111463,9.951053763777468,231891381508.36755,0.12499079967258953
177,177433759871.1767,138419013669.99432,0.028,0.12543088006785333,2.943624826271634,46660982753.47447,0.265550509160105
178,875765974682.5541,128261143109.77219,0.028,0.26856064581439787,2.5498397865716584,756339147681.7323,0.2987143324613989
179,414348621410.1629,58789145658.83529,0.028,0.2560273483856663,5.64288445558551,363509645537.6355,0.2761568603570164
180,918909058298.0469,22335358422.184116,0.028,0.40999128707831267,1.83068461538987,897689743665.9673,0.4195891717403602
181,768783606118.6611,141268795132.098,0.028,0.40414972541833216,1.455408932562596,633052908472.5398,0.46015181245737147
182,988590710733.5249,643232217255.031,0.028,0.13317906034656513,0.08454450843846081,346879381655.20056,0.252474104770593
183,960783592803.1174,34153275160.45122,0.028,0.4586223266785322,3.8869753450868605,929688659905.1826,0.47282103873332304
184,357553410190.46234,296306711596.0026,0.028,0.4562910356507742,3.812154432086298,100901000666.87675,0.6081471619746054
185,229061334789.66074,55608991154.08281,0.028,0.41395277398056307,5.25350124887505,162230078099.67728,0.46375473397863104
186,168257565423.42984,153853216562.61832,0.028,0.12695652867775875,2.798210630175349,24320518135.471725,0.43516829547056085
187,228918556986.38065,51177090798.54136,0.028,0.5010867482283736,7.4690792545638205,132112149540.71408,0.5533409696157363
188,390806474147.59204,78033567723.93716,0.028,0.16741796519950305,3.148747325743427,319358146796.36365,0.19061442350967164
189,227394576135.78223,140770804565.29312,0.028,0.5946525258478451,5.165524736560445,71450187936.37364,0.532753633537154
190,491555480472.0042,242604602192.79782,0.028,0.4644858902902175,4.758092852430907,221224771010.39478,0.5405802376305328
191,422023526109.8713,170131523177.46268,0.028,0.43092571449193495,2.0238671599055533,253745042233.1583,0.535111474651665
192,929116350831.8385,584575199795.362,0.028,0.5965712902658658,8.987151586383066,201053619079.75803,0.2278247168630086
193,699289731550.9122,439920513955.88214,0.028,0.6111726178566754,4.71136520372204,221744995536.6764,0.5622531354590539
194,932016735342.9658,808597425811.5233,0.028,0.5177062692004902,0.30705211760739914,171619694992.10498,1.5091405672161824
195,763748106761.4795,387396632786.1858,0.028,0.6824612238632203,3.6388166295876236,296077501102.2799,0.692542509881984
196,471751195836.8546,304302146927.691,0.028,0.68757834494157,8.643102611609537,84742864825.17279,0.12401174427105051
197,445134133461.7582,771495894.486622,0.028,0.7171602538947006,6.022236689175064,442743423567.45795,0.721031496821137
198,625070816201.4376,148371328888.9258,0.028,0.5985978547584104,7.797138231178446,281660321463.45874,0.5708431343479115
199,453353109771.27704,58097253251.63451,0.028,0.7654174162499908,3.5357730435054746,323708464013.53503,0.8802597489793237
200,268028009146.34167,153454399863.48386,0.028,0.17489219217240734,5.544039427311121,124853467263.83855,0.23451656557171555
201,973299134866.8506,374864276496.7821,0.028,0.24937002245363776,0.5821027622689002,604495182413.5056,0.329698131286903
202,77836789830.6459,53988635114.71273,0.028,0.6654654480015589,9.596656995404162,12611932234.215908,0.08744483018274171
203,649758438428.3112,185642270082.84744,0.028,0.7448430122179805,7.767293299864842,190929867907.1706,0.33333135590660956
204,857882133064.2372,513285444526.0379,0.028,0.3291604815493635,3.8395967142707232,362918501916.96844,0.4501409733794705
205,152348379815.34747,44297437701.287285,0.028,0.5568285959192547,6.4734235124304735,75246728666.35428,0.5863585281823639
206,440964363507.56415,284907809217.9102,0.028,0.12007136517360924,7.827819837097271,174256470532.81027,0.17137813894680298
207,816952631664.9672,712153013410.6611,0.028,0.2941572590683096,6.272719062263722,201539484276.41415,0.4511771434673167
208,876646408865.5037,39700026494.073814,0.028,0.22856293017014925,7.444050333301568,844412366937.8286,0.23644495977133906
209,189870315687.11188,128109320346.79985,0.028,0.6681693027168362,1.5769692514453009,70198302534.86772,0.9016635158943068
210,228254909848.48227,123599894699.3087,0.028,0.3693420619027853,2.664216536663949,108195134269.74286,0.49828218902962723
211,373158291654.6997,125901877785.31462,0.028,0.33517097510627414,4.748230924605069,244130994727.01324,0.3862384129303808
212,433577994998.2582,1887208710.577051,0.028,0.18887129043572792,5.5661581719609545,431963137952.99054,0.18957734868769818
213,424329394634.1183,359558167905.2472,0.028,0.6011128598651657,7.7353236889147015,80340216596.17432,0.23411819468394074
214,458133077917.2842,229862029168.5188,0.028,0.2895257163526519,9.54885265818032,199772763501.81195,0.33783271626096073
215,610855677710.9604,514051167703.7321,0.028,0.44577159455770654,9.893848738722978,128040481474.65178,0.29434829592168393
216,994823242193.4579,231228161753.15234,0.028,0.18792241712136815,9.924122244807233,798780223662.4261,0.19725315765798423
217,134067724847.83095,126727032686.07245,0.028,0.16302268040548915,1.3229154734327482,15106421742.611382,0.7243784021930382
218,942351615922.9811,264965029339.64236,0.028,0.5988900058570213,1.0265250575058391,679430024765.9102,0.709788952916972
219,507536061233.56964,447835366352.8206,0.028,0.5149773666283577,7.811015460113283,105089908344.76382,0.3217885072121253
220,393283512875.6268,58589209078.09062,0.028,0.6616858666938602,7.220015856447354,205244286022.97357,0.6951363268434967
221,151174066445.35815,21035804485.005493,0.028,0.3527666319679177,3.2476034268039355,131773751525.14233,0.38586095881772964
222,13756520288.8304,1697864686.0666056,0.028,0.3234679406400896,5.514391400723879,12210802245.455332,0.34635836724454633
223,446718198978.6909,405687993666.5495,0.028,0.14144498723723709,8.2469294353645,76607327451.6838,0.34153325920743516
224,183583461743.877,21685817620.09013,0.028,0.5729019470892921,8.001349938504307,116426028192.85841,0.6552793549560536
225,437139243449.72046,106246495211.09267,0.028,0.4907689948412779,0.42726988020545403,332155963482.11633,0.5888294750095316
226,685207662769.224,5562891698.302782,0.028,0.45407341348616714,7.338746484862239,680211216139.191,0.4573819370392468
227,902046780673.018,43103172221.94291,0.028,0.6686247617664822,2.114790286951514,859162043884.2145,0.6977508868222292
228,568613691306.9948,370488696822.4046,0.028,0.26630621885375805,2.3516476281716363,217048208096.77808,0.4255243552868456
229,453448655680.40424,75698996254.51157,0.028,0.3794248470749465,8.424460519698364,340944982955.71747,0.4180275922494041
230,117066845095.6571,69068775494.54474,0.028,0.7221880019687104,1.566148627325277,48806318056.45274,0.9181587468003929
231,317026355338.70996,117025672393.20308,0.028,0.6641521542638631,8.140658353395478,92503976589.3187,0.3465826103035817
232,487633502830.32477,319450833631.5361,0.028,0.6385457795401616,6.810867436547926,116517073691.47008,0.33079574528304984
233,987188835250.3909,266584803096.40436,0.028,0.24671537285637635,5.300321872757412,745458224951.3507,0.2748389213966925
234,437597954299.17957,281533271680.45276,0.028,0.5127457607499005,2.396494099635169,169640481186.85565,0.6924010111529862
235,93343702862.50287,38458843195.6163,0.028,0.3277011525461171,0.09114629441912635,54982885197.64515,0.4508351969339281
236,785560234991.1317,223396524831.8169,0.028,0.6278298195040719,9.826958126214802,245349231108.9624,0.341585420985565
237,134025507965.81847,93035590270.76382,0.028,0.2826339200986532,0.47205172834695835,42315250710.303085,0.5643486943611897
238,423521431168.88354,195291092378.25775,0.028,0.7563966877065956,7.5942600138418195,92753269271.70998,0.18508770026424037
239,372017657122.91675,234130422591.27612,0.028,0.11862853675881872,6.914884224444081,156758389805.28824,0.16536186480991577
240,681068006318.9379,255496081142.44287,0.028,0.7628812336067973,5.72044062962497,216736408256.04575,0.4776362078518347
241,286969088012.98193,9065233581.260809,0.028,0.7121871046433086,9.210699690110674,187645498778.88324,0.8772314893174847
242,492371618552.0303,211844163409.43542,0.028,0.45444394086702156,4.988639494719393,244982570151.05768,0.5249831116398663
243,47099534934.896805,34599147335.49767,0.028,0.3977315042667301,3.7329047513280114,15479407132.850098,0.5610550565593772
244,586773669730.3136,232879805985.27148,0.028,0.5171755409578479,2.333489543486085,342769571885.51917,0.6265591896015761
245,790977748361.5201,773878757343.0875,0.028,0.5361990600825071,5.349476435352691,169172697186.95117,0.46348675519194277
246,770245525661.852,299022690631.6065,0.028,0.7227223037518387,9.633606073848643,158495529157.79593,0.11562575785819595
247,30368858359.413433,1219907861.122585,0.028,0.3815939425057955,9.695176846530913,28758916666.35638,0.3978651272461972
